region,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,is_price_outlier,price_bin,distance_to_region_center,region_encoded,host_experience_level,price_per_review
San Francisco,858281170744108223,Sunny North Beach Furnished Room,351395739,Tony,North Beach,37.7999111,-122.4093793,Private room,46.0,30,4,2024-09-26,0.16,53,134,1,,False,Low,2.912994473777611,0,Superhost,9.2
San Francisco,858819824306415502,"Luxury home, rooftop, Telegraph Hill/North Beach",21460931,Vinaya,North Beach,37.79875,-122.40387,Entire home/apt,540.0,2,31,2025-05-31,1.18,1,92,4,2023-002887STR,False,High,2.9797432256432868,0,Newbie,16.875
San Francisco,860352294014677041,Sweeping views of San Francisco Bay,29132856,Jan,Castro/Upper Market,37.76006,-122.44389,Entire home/apt,300.0,30,7,2025-02-07,0.33,1,197,3,,False,High,2.714603802268267,0,Newbie,37.5
San Francisco,860380347868420763,"Bright Room With All You Need in North Beach, SF.",351395739,Tony,North Beach,37.799453204767744,-122.40829635131774,Private room,48.0,30,5,2025-03-11,0.2,53,110,2,,False,Low,2.8954191720740634,0,Superhost,8.0
San Francisco,861121064838065979,Modern studio in the Mission,1780407,Feb,Mission,37.7665977,-122.4181501,Entire home/apt,141.0,30,7,2025-05-26,0.31,1,304,4,,False,Mid,0.9280468458192688,0,Newbie,17.625
San Francisco,861131751810244834,Full Private SOMA room for you and your +1!,351395739,Tony,South of Market,37.77681,-122.40796,Private room,46.0,30,4,2024-12-10,0.23,53,124,2,,False,Low,1.0299085157661525,0,Superhost,9.2
San Francisco,861569667398693436,The Solarium,481336222,Czerelle,Haight Ashbury,37.7698648181053,-122.44146865529382,Private room,138.0,2,91,2025-06-01,3.4,5,7,15,STR-0006077,False,Mid,2.0230451219976238,0,Experienced,1.5
San Francisco,862360025581186357,Unique Historic 2/3 BR Victorian next to GG Park,93655170,Marc,Inner Sunset,37.76471,-122.45456,Entire home/apt,301.0,30,30,2024-10-18,1.67,1,59,15,2023-005606STR,False,High,3.2978260095889147,0,Newbie,9.709677419354838
San Francisco,862505329538904532,Cozy Cole Valley Nook,10722295,Ariel,Haight Ashbury,37.7611010218754,-122.44856045491598,Private room,83.0,2,58,2025-06-15,2.29,2,250,24,2023-003040STR,False,Low,2.9911436888536302,0,Intermediate,1.4067796610169492
San Francisco,862960375236121229,Top Floor Two Bed Apartment in Mission Dolores,46574267,Amy,Castro/Upper Market,37.7623469507935,-122.4263734145448,Entire home/apt,213.0,30,4,2025-01-03,0.18,2,120,2,,False,High,1.5227464279989302,0,Intermediate,42.6
San Francisco,863048600398874454,Near Union Square - Hotel Style Studio,70722023,Michael,Chinatown,37.79129379572589,-122.4070015542974,Entire home/apt,90.0,1,5,2024-09-19,0.19,81,4,1,Exempt,False,Low,2.1222073103753236,0,Superhost,15.0
San Francisco,864595084219671852,Exquisite Penthouse 4BR/2.5BA home in Noe Valley,450802168,Isabella,Bernal Heights,37.74358,-122.42288,Entire home/apt,375.0,30,1,2023-10-28,0.05,16,268,0,,False,High,3.4897663851583305,0,Superhost,187.5
San Francisco,865271046576576738,"Stylish, Bright Comfy Condo - Van Ness Corridor",988375,Jennifer,Downtown/Civic Center,37.78122635260733,-122.42044885652057,Entire home/apt,135.0,30,9,2025-05-31,0.38,17,143,5,,False,Mid,0.7082297897354322,0,Superhost,13.5
San Francisco,865866599549056708,Beautiful condo in Noe Valley,8014822,Carrie,Noe Valley,37.74591,-122.42828,Entire home/apt,314.0,4,22,2025-04-15,0.84,1,113,7,2023-000001STR,False,High,3.3114337278930845,0,Newbie,13.652173913043478
San Francisco,866271989362662471,Spacious & Clean 2 Master Bedrooms+ 2 Bathrooms,503273535,Janny,Outer Mission,37.73208666876984,-122.44664919880584,Entire home/apt,158.0,1,71,2025-06-12,2.71,3,309,34,2023-002634STR,False,Mid,5.324221129061627,0,Intermediate,2.1944444444444446
San Francisco,866775404303929653,Private Suite in San Francisco,509465622,Anna,Outer Sunset,37.76183,-122.48081,Entire home/apt,129.0,1,126,2025-06-08,4.79,2,244,65,2023-001714STR,False,Mid,5.601807401893436,0,Intermediate,1.015748031496063
San Francisco,868398647225472469,Outer Sunset newly remodeled two bedroom home,509819340,Jacqueline,Outer Sunset,37.76133,-122.50108,Entire home/apt,135.0,90,3,2024-12-15,0.12,1,358,2,,False,Mid,7.3526061914024305,0,Newbie,33.75
San Francisco,870458142773943747,Convenient Studio in the Heart of San Francisco,4336135,William Henry,Pacific Heights,37.78795251187525,-122.4443387499134,Entire home/apt,109.0,30,10,2025-06-07,0.47,1,245,6,,False,Low,2.6315888759787933,0,Newbie,9.909090909090908
San Francisco,871198230611079928,Lively Furnished Private Room,456564615,Ruixi,Excelsior,37.73133721837847,-122.41653752352596,Private room,59.0,1,82,2025-06-11,4.11,2,330,49,STR-0005701,False,Low,4.841687974036643,0,Intermediate,0.7108433734939759
San Francisco,871207011138297718,"Sunny, large room near Union St",375566645,Mark,Marina,37.7986,-122.42642,Private room,77.0,30,6,2025-04-30,0.24,22,131,2,,False,Low,2.70222423375684,0,Superhost,11.0
San Francisco,871228164841856288,Large private room near Union St,375566645,Mark,Marina,37.80016,-122.42639,Private room,76.0,30,7,2025-02-22,0.28,22,118,4,,False,Low,2.8704823737726244,0,Superhost,9.5
San Francisco,871237811821685124,Cozy private room near Marina,375566645,Mark,Marina,37.80028,-122.42763,Private room,74.0,30,5,2025-03-30,0.34,22,121,4,,False,Low,2.908773756270186,0,Superhost,12.333333333333334
San Francisco,871551431202793819,Overflow 3,375566645,Mark,Mission,37.76663419455173,-122.41797420354382,Private room,150.0,30,2,2025-04-20,0.08,22,364,1,,False,Mid,0.925999761646877,0,Superhost,50.0
San Francisco,871689951112532666,Cozy central studio near Duboce Park and MUNI,510485087,Ronald,Western Addition,37.76968,-122.43551,Entire home/apt,321.0,2,32,2025-06-01,1.29,1,67,15,STR-0005958,False,High,1.5330428643292815,0,Newbie,9.727272727272727
San Francisco,871991984418515071,"321B - Nice 2B1B Ground Unit near CCSF, BART & FWY",445881004,Li,Outer Mission,37.71366,-122.44441,Entire home/apt,127.0,2,60,2025-06-08,2.29,1,162,23,2023-001690STR,False,Mid,7.145618998746363,0,Newbie,2.081967213114754
San Francisco,872721671975013596,2023 penthouse 4th fl,139875070,Reggie,Potrero Hill,37.75953459999999,-122.3955195,Entire home/apt,99.0,30,2,2025-05-11,0.1,1,56,1,,False,Low,2.708456528569146,0,Newbie,33.0
San Francisco,873139345275744380,"Private Suite in Inner Sunset, San Francisco",509465622,Anna,Outer Sunset,37.76150351943475,-122.48049110494492,Entire home/apt,144.0,1,92,2025-05-28,3.54,2,255,33,2023-001714STR,False,Mid,5.584224123410735,0,Intermediate,1.5483870967741935
San Francisco,873342131916467714,Tastefully furnished 2bed/1bath,141228523,Candy,Ocean View,37.7194221,-122.4589093,Entire home/apt,100.0,30,1,2023-06-17,0.04,1,128,0,,False,Low,7.073948253005853,0,Newbie,50.0
San Francisco,873414846903871648,Light and charm in hot NOPA hood,16785840,Patty,Western Addition,37.77795115531682,-122.44167815283312,Entire home/apt,250.0,1,23,2025-01-04,0.89,1,170,9,2023-003543STR,False,High,1.991673387122592,0,Newbie,10.416666666666666
San Francisco,873618055548858490,North Beach Telegraph Hill 3BED-2BA with Bay views,50001206,Kristian,North Beach,37.80021754696003,-122.40500999617012,Entire home/apt,540.0,3,21,2025-06-02,0.91,1,105,10,STR-0006769,False,High,3.082708914850703,0,Newbie,24.545454545454547
San Francisco,873958105082183658,1194 - Humble 2B1B Upper Unit near FWY & LightRail,1463052,Zhenling,Bayview,37.72224,-122.39845,Entire home/apt,191.0,2,83,2025-05-26,3.19,1,146,27,2023-002997STR,False,Mid,6.129518330599511,0,Newbie,2.2738095238095237
San Francisco,874646799814465613,"Sunny Private Room in Vibrant North Beach, SF",351395739,Tony,Chinatown,37.79729175073419,-122.40878074833304,Private room,48.0,30,3,2024-10-29,0.19,53,72,2,,False,Low,2.655521852018807,0,Superhost,12.0
San Francisco,874657955467068895,Historic Four Bedroom Home near Golden Gate Park,17239555,Jonah,Inner Richmond,37.7774708,-122.4685569,Entire home/apt,540.0,5,3,2025-04-19,0.54,2,38,3,2022-011061STR,False,High,4.3400504425383275,0,Intermediate,135.0
San Francisco,874702760233545301,"S.F., Location, Location comfort",33702479,Joe,South of Market,37.7782314,-122.3969608,Entire home/apt,347.0,30,11,2025-03-21,0.5,1,220,2,2023-003613STR,False,High,2.0111383366816202,0,Newbie,28.916666666666668
San Francisco,874882716746707425,Stylish Pacific Heights Apartment,3903094,Ani,Pacific Heights,37.79068505668424,-122.44285532860344,Entire home/apt,540.0,5,16,2025-05-03,0.62,1,37,5,2022-009066STR,False,High,2.7090150445465966,0,Newbie,31.764705882352942
San Francisco,875431661163534699,Stylish 3BR Mission Dolores Flat,26624142,Nicholas,Mission,37.76052288855745,-122.41946581238628,Entire home/apt,495.0,1,44,2025-05-29,1.69,1,347,14,STR-0006234,False,High,1.595756119791746,0,Newbie,11.0
San Francisco,876868587691441197,The happiest house in Noe Valley,251233638,Cici,Noe Valley,37.749050625229614,-122.4339953464293,Entire home/apt,125.0,2,13,2024-10-07,0.52,1,8,5,2023-003886STR,False,Mid,3.1441336714605415,0,Newbie,8.928571428571429
San Francisco,877145841215544868,Coastal Chic: Central Parkside Hideaway,511642621,Aaron,Parkside,37.73938,-122.49041,Entire home/apt,366.0,2,76,2025-06-09,3.22,1,118,41,2022-013052STR,False,High,7.395877975146027,0,Newbie,4.753246753246753
San Francisco,879027497265698815,Sunny & spacious in heart of SF,375566645,Mark,Mission,37.76607569432069,-122.41871695364637,Private room,73.0,30,7,2024-11-22,0.31,22,226,2,,False,Low,0.9812756703265955,0,Superhost,9.125
San Francisco,879727871482654355,Marina 1 BR w/ Office by Anyplace - 11615,415840703,Anyplace,Marina,37.802628268117566,-122.44318302380104,Entire home/apt,248.0,30,2,2024-12-01,0.08,29,280,1,,False,High,3.7229564106452617,0,Superhost,82.66666666666667
San Francisco,879847293982940844,Charming Spacious One Bedroom,104559424,Courtney,South of Market,37.78173725830773,-122.40432050678577,Entire home/apt,309.0,2,29,2025-05-24,1.14,2,61,13,2022-009062STR,False,High,1.5299255331073833,0,Intermediate,10.3
San Francisco,879877795501558050,"Modern Tech Victorian, Comfortable Clean and Safe!",492170624,Jerry,Bernal Heights,37.74601,-122.41436,Private room,132.0,1,12,2025-04-28,0.49,7,143,1,STR-0006520,False,Mid,3.2371662741588385,0,Experienced,10.153846153846153
San Francisco,880490748160859341,Convenient City living near GG Prk-Newly Renovated,512362823,Leslie,Inner Richmond,37.77582,-122.47378,Entire home/apt,254.0,30,6,2025-04-16,0.26,2,261,4,,False,High,4.791950229767223,0,Intermediate,36.285714285714285
San Francisco,880542232486267192,2 Bedroom Urban Oasis Near Golden Gate Park & More,276087621,Ben,Outer Richmond,37.78216,-122.47888,Entire home/apt,161.0,2,115,2025-06-02,4.5,1,208,49,STR-0006412,False,Mid,5.301543481939532,0,Newbie,1.3879310344827587
San Francisco,881402493042000652,Private studio suite in SF,6057010,Victoria,Outer Mission,37.72952,-122.44204,Entire home/apt,75.0,30,1,2023-07-24,0.04,2,310,0,,False,Low,5.417587072400311,0,Intermediate,37.5
San Francisco,881977085154770006,20 Guest Oasis | Spacious  SF Skyline Getaway,169087871,Hongxia,Bayview,37.73185604975311,-122.3902465085223,Entire home/apt,540.0,5,44,2025-06-05,1.76,3,244,26,STR-0005836,False,High,5.424519558582668,0,Intermediate,12.0
San Francisco,882179919150968370,10C-Private Room (share bath) at Marina/Cow Hollow,157999191,Berlin,Marina,37.79888641218259,-122.4323686649118,Private room,55.0,30,7,2025-05-10,0.28,26,303,4,,False,Low,2.8970467242272395,0,Superhost,6.875
San Francisco,882533114447445452,"Cool art, gourmet kitchen, master bedroom,",467102,Johnny,Western Addition,37.78667,-122.44221,Private room,127.0,30,10,2025-04-20,0.42,2,211,5,,False,Mid,2.396736654356525,0,Intermediate,11.545454545454545
San Francisco,882758776230278200,Nob Hill Studio w/ Office by Anyplace - 11614,415840703,Anyplace,Nob Hill,37.79103,-122.41541,Entire home/apt,197.0,30,2,2024-03-01,0.1,29,317,0,,False,Mid,1.8244831003708135,0,Superhost,65.66666666666667
San Francisco,882912541298157277,Cozy SF Home w/ Chinese Heritage,314162422,Eugene,Outer Richmond,37.78216752416751,-122.48047628130074,Entire home/apt,169.0,4,39,2025-06-08,1.63,3,322,15,2023-005733STR,False,Mid,5.440700979443344,0,Intermediate,4.225
San Francisco,883319805777082539,Beautiful Lower Haight Victorian,54227104,Rob,Castro/Upper Market,37.76908,-122.43469,Entire home/apt,241.0,30,1,2024-05-01,0.07,1,258,0,,False,High,1.493980152296493,0,Newbie,120.5
San Francisco,883432967433987053,Marina 1 BR w/ Office by Anyplace - 11616,415840703,Anyplace,Marina,37.80225985640598,-122.44483367648368,Entire home/apt,288.0,30,1,2024-02-07,0.06,29,277,0,,False,High,3.7736885661526327,0,Superhost,144.0
San Francisco,884102634075501356,San Francisco Ocean Beach Beauty!,6827732,Angela Luna,Parkside,37.74485,-122.50806,Entire home/apt,185.0,30,8,2025-05-31,0.37,1,204,5,,False,Mid,8.494715576610963,0,Newbie,20.555555555555557
San Francisco,884168412609575663,Modern Cozy Private Unit by the Golden Gate Park,23338589,Theresa,Outer Sunset,37.7618,-122.48899,Entire home/apt,214.0,2,39,2025-05-31,1.7,2,146,19,2023-000957STR,False,High,6.301478460688108,0,Intermediate,5.35
San Francisco,884349897587639357,Vibrant Room +Private Bath DT SF,319982829,Cindy,South of Market,37.78283253557777,-122.39477132275393,Private room,89.0,30,7,2025-05-25,0.31,4,304,4,,False,Low,2.341514532927175,0,Experienced,11.125
San Francisco,884390038934087158,Sunny Detached Room in Noe—24 St BART,704593,Adam,Bernal Heights,37.74666,-122.4233,Private room,90.0,2,38,2025-06-01,1.52,4,250,13,STR-0005971,False,Low,3.1531957249751503,0,Experienced,2.3076923076923075
San Francisco,884419385483424561,Sunny Authentic Room in Noe —24 St BART,704593,Adam,Bernal Heights,37.74641,-122.42237,Private room,102.0,2,50,2025-05-30,2.01,4,239,19,STR-0005971,False,Low,3.1729720278669005,0,Experienced,2.0
San Francisco,884427616050550439,Sunny Authentic Room in Noe—24 st BART,704593,Adam,Bernal Heights,37.74644,-122.42288,Private room,104.0,2,67,2025-05-30,2.67,4,256,24,STR-0005971,False,Low,3.1736801801467744,0,Experienced,1.5294117647058822
San Francisco,884515449809681458,"Mish Mish—sunshine central, garage and bonus room",60206574,Whitney,Bernal Heights,37.74784966971026,-122.42326884581055,Entire home/apt,540.0,3,28,2025-04-21,1.2,2,342,21,STR-0007002,False,High,3.0216618226780496,0,Intermediate,18.620689655172413
San Francisco,884714980081939616,Private Garden 1 bd w/water views,371281355,Pedro,Ocean View,37.71964,-122.46565,Private room,60.0,30,2,2024-04-07,0.09,8,286,0,,False,Low,7.3643485048231865,0,Experienced,20.0
San Francisco,884841824144139145,"Large, Sunny room near Marina",375566645,Mark,Marina,37.80039924034084,-122.42583084676563,Private room,76.0,30,8,2025-05-20,0.36,22,117,2,,False,Low,2.8863547927084703,0,Superhost,8.444444444444445
San Francisco,885046655979706076,Elegant Room +Private Bath DT SF,319982829,Cindy,South of Market,37.783053,-122.394428,Private room,97.0,30,3,2025-03-29,0.17,4,264,2,,False,Low,2.378765044069748,0,Experienced,24.25
San Francisco,885050686295950192,Classic Room +Private Bath DT SF,319982829,Cindy,South of Market,37.78348,-122.39557,Private room,142.0,30,2,2025-04-15,0.17,4,312,2,,False,Mid,2.305210385483658,0,Experienced,47.333333333333336
San Francisco,885550325001142725,"3BR House- Ocean & City Views, Minutes to Downtown",372413573,Joe,Ocean View,37.716029178504414,-122.45337653034198,Entire home/apt,205.0,30,2,2024-12-03,0.11,2,289,1,,False,Mid,7.187668359732449,0,Intermediate,68.33333333333333
San Francisco,886198505117003161,2 Bedroom Coastal Apartment in Outer Sunset,46850847,Amanda,Outer Sunset,37.7521117,-122.5062036,Entire home/apt,243.0,2,88,2025-06-13,3.78,1,261,48,STR-0006105,False,High,8.055955626786362,0,Newbie,2.730337078651685
San Francisco,886242200270212195,April - Sept - Sunny Furnished Room Ucsf,21994,Aaron,Inner Sunset,37.76531,-122.453,Private room,55.0,32,1,2024-08-17,0.1,20,298,1,,False,Low,3.1459033676692574,0,Superhost,27.5
San Francisco,886460587926538205,room-6 remodeled private apt3,429013475,Sam,Outer Richmond,37.7790734,-122.5023249,Private room,60.0,2,86,2025-05-30,3.42,5,185,47,2023-003854STR,False,Low,7.320169937738585,0,Experienced,0.6896551724137931
San Francisco,887841695189829336,Studio Back Unit (2 flights of stairs),495900269,Powell Place,Nob Hill,37.79204,-122.40987,Entire home/apt,214.0,1,14,2025-04-30,0.56,25,56,3,0147904,False,High,2.0794036257770188,0,Superhost,14.266666666666667
San Francisco,887885890330424325,One Bedroom Front Unit,495900269,Powell Place,Chinatown,37.79217834598673,-122.40813830640994,Entire home/apt,289.0,1,10,2025-01-16,0.54,25,2,1,Exempt,False,High,2.1591596621431823,0,Superhost,26.272727272727273
San Francisco,887890988150604774,One Bedroom Back Unit,495900269,Powell Place,Nob Hill,37.791184476802776,-122.40963517850362,Entire home/apt,289.0,1,2,2025-03-21,0.22,25,7,2,Exempt,False,High,2.00170188128282,0,Superhost,96.33333333333333
San Francisco,887892172266757539,One Bedroom Back Unit,495900269,Powell Place,Chinatown,37.7927038486552,-122.40831445476176,Entire home/apt,289.0,1,2,2025-05-01,0.2,25,2,2,Exempt,False,High,2.2042082731683488,0,Superhost,96.33333333333333
San Francisco,888523182641999453,Cozy home walkable to Golden Gate Park,2796048,Rick,Outer Richmond,37.77616,-122.50075,Entire home/apt,339.0,2,14,2024-08-12,0.6,2,14,5,2023-001731STR,False,High,7.168259070647333,0,Intermediate,22.6
San Francisco,889296775205518729,Nob Hill Studio,1371628,Angella,Nob Hill,37.79518,-122.41055,Private room,123.0,2,96,2025-06-06,3.82,1,156,48,2023-004513STR,False,Mid,2.3821029780095504,0,Newbie,1.268041237113402
San Francisco,889307320558401170,Deluxe One Bedroom Unit With Patio,495900269,Powell Place,Chinatown,37.792660680259424,-122.40831388656326,Entire home/apt,289.0,1,22,2025-05-25,0.94,25,77,8,Exempt,False,High,2.199936136601585,0,Superhost,12.565217391304348
San Francisco,889776038592839164,San Francisco Getaway Near Golden Gate Park,126644773,Evolve,Outer Sunset,37.76196,-122.50774,Entire home/apt,212.0,30,5,2025-04-24,0.38,14,214,4,,False,High,7.914855739597057,0,Superhost,35.333333333333336
San Francisco,891249585342542863,Secret Heaven in Noe Valley,18303950,Valentina,Noe Valley,37.7478278,-122.4358006,Entire home/apt,144.0,2,98,2025-06-10,3.98,3,321,47,2023-004363STR,False,Mid,3.334260303017499,0,Intermediate,1.4545454545454546
San Francisco,891611786127344837,SF Beachside Home (Buenos Aires Room),514784474,Steed,Outer Sunset,37.761266,-122.5057498,Private room,80.0,30,6,2024-12-10,0.28,4,78,3,,False,Low,7.75717292211714,0,Experienced,11.428571428571429
San Francisco,892035286118270469,LIVE IT UP In The Castro! *4BR*W/D*Walk Score 98,304721494,HostWell,Castro/Upper Market,37.76402248368584,-122.43386784138572,Entire home/apt,540.0,1,4,2024-09-19,0.19,27,350,1,STR-0005619,False,High,1.7557088696208063,0,Superhost,108.0
San Francisco,892057952283681562,Sf Clement St  Garden View 1bd near UCSF/Kaiser,78910325,Li,Inner Richmond,37.78059,-122.46423,Entire home/apt,123.0,30,13,2024-05-12,0.52,9,229,0,2023-004245STR,False,Mid,3.9995595885263553,0,Experienced,8.785714285714286
San Francisco,892104253415593502,Stylish & quiet studio apartment in Potrero Hill,104146938,Boris,Potrero Hill,37.75552051971504,-122.40163441904906,Entire home/apt,121.0,1,95,2025-06-15,3.92,1,262,60,STR-0002614,False,Mid,2.6602639381958064,0,Newbie,1.2604166666666667
San Francisco,892168566236310376,Spacious and Central 2BR Garden View Suite,57398927,Makay,Bayview,37.71985883621094,-122.38804399318389,Entire home/apt,131.0,1,75,2025-05-28,4.7,1,235,49,2024-001189STR,False,Mid,6.705084824775347,0,Newbie,1.7236842105263157
San Francisco,892181544615376840,Adorable Studio at Central SF,78910325,Li,Inner Richmond,37.7806,-122.46445,Entire home/apt,104.0,30,11,2025-05-02,0.43,9,211,5,2023-004245STR,False,Low,4.01887323012089,0,Experienced,8.666666666666666
San Francisco,892750346253804345,Cozy & Private Apartment | Castro | Heart of SF!,68923331,Mark,Castro/Upper Market,37.75860826964732,-122.44003275778896,Entire home/apt,243.0,1,160,2025-06-09,6.5,1,285,83,2023-005296STR,False,High,2.564122230285003,0,Newbie,1.5093167701863355
San Francisco,892755770684671737,Stay at the palace of fine arts,172784084,Catherine,Marina,37.80232876187122,-122.4455913952588,Entire home/apt,285.0,30,20,2024-09-03,0.83,1,258,3,2023-005423STR,False,High,3.819781655416534,0,Newbie,13.571428571428571
San Francisco,893025275290458097,Spacious Dwelling in a Delightful Neighborhood,10722295,Ariel,Twin Peaks,37.76062046106063,-122.44659221174965,Private room,95.0,2,19,2025-06-15,0.81,2,322,7,2023-003040STR,False,Low,2.872656724336545,0,Intermediate,4.75
San Francisco,893841281141118607,Stylish Room+ Private Bath DT SF,319982829,Cindy,South of Market,37.782621529736375,-122.39353372210024,Private room,144.0,30,5,2025-06-01,0.23,4,311,4,,False,Mid,2.4345445756360333,0,Experienced,24.0
San Francisco,894850855312323308,Family-Friendly 4BR/2.5BA near GG Park w/parking,515420324,Deeya,Outer Sunset,37.763022892188616,-122.4801982831527,Entire home/apt,540.0,2,21,2025-06-01,0.85,1,59,9,STR-0006624,False,High,5.516596370246255,0,Newbie,24.545454545454547
San Francisco,895506939038413203,Urban Retreat: 1BR Suite at Wyndham Canterbury,482174715,Suite Life,Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,303.0,2,9,2025-06-10,0.42,45,347,6,Exempt,False,High,1.668763435019454,0,Superhost,30.3
San Francisco,895686730194170896,"Quiet, Cozy San Francisco Home",104620340,Jon,Outer Sunset,37.75861323195664,-122.4803451821208,Entire home/apt,236.0,4,14,2025-01-04,0.59,1,41,7,STR-0006541,False,High,5.665981156924953,0,Newbie,15.733333333333333
San Francisco,895921297999612792,Cozy 3B/1B Cozy home with kitchen and backyard,197823507,Elena,Outer Mission,37.71416,-122.44484,Entire home/apt,123.0,1,42,2025-05-23,2.04,1,255,27,2023-010138STR,False,Mid,7.104717628366365,0,Newbie,2.86046511627907
San Francisco,896421694829949418,Sunny Noe Valley Smart Home,13365663,Lauren,Noe Valley,37.75209391562882,-122.4285376444459,Entire home/apt,232.0,30,1,2023-08-05,0.04,1,319,0,,False,High,2.656259578612853,0,Newbie,116.0
San Francisco,896472682528188687,Comfortable sunset apt,514755335,Aabid,Outer Sunset,37.76156732920058,-122.490067463838,Entire home/apt,109.0,31,2,2024-01-29,0.09,1,54,0,,False,Low,6.399818998621241,0,Newbie,36.333333333333336
San Francisco,896522872407098436,House steps from the ocean,219335040,Julita,Outer Richmond,37.77379,-122.50986,Entire home/apt,426.0,3,11,2024-12-28,0.46,2,5,2,STR-0006601,False,High,7.970560581011042,0,Intermediate,35.5
San Francisco,897007503683292016,Eclectic Castro Penthouse over Eureka Valley,51762216,Gabriel,Castro/Upper Market,37.76373,-122.43594,Entire home/apt,406.0,2,25,2025-05-22,1.19,2,92,11,2023-002675STR,False,High,1.9133078812971795,0,Intermediate,15.615384615384615
San Francisco,897137192924266032,Rare Find Luxury Home - 3BED 2BATH + Parking,512217797,Buu,Excelsior,37.72463438693697,-122.4073257555725,Entire home/apt,311.0,1,39,2025-06-02,1.67,1,155,18,2023-003937STR,False,High,5.679640755446828,0,Newbie,7.775
San Francisco,897267636302147054,Golden Gate View Penthouse,449859287,Matthew,Russian Hill,37.79801,-122.4223,Entire home/apt,540.0,4,18,2025-06-06,0.94,1,100,15,2023-004825STR,False,High,2.5777240307185214,0,Newbie,28.42105263157895
San Francisco,897292374359547887,Luxury Room by the Bay,21707813,Nadeem,South of Market,37.78770300000001,-122.391971,Private room,129.0,30,1,2023-09-27,0.05,2,137,0,2023-003359STR,False,Mid,2.803179384493582,0,Intermediate,64.5
San Francisco,897763315745280129,Room #4 - Panorama City View,504007094,Jian Hui,Bayview,37.735801901015314,-122.40065587105246,Private room,69.0,2,141,2025-06-13,5.91,4,308,75,STR-0006922,False,Low,4.643307591723694,0,Experienced,0.4859154929577465
San Francisco,898165508732959606,"2 Bedrooms In SF's Hottest Area, Hayes Valley 3",10699902,Kevin Michael,Western Addition,37.7777349,-122.4258878,Entire home/apt,145.0,60,2,2025-06-12,0.17,3,297,2,,False,Mid,0.6524518666105408,0,Intermediate,48.333333333333336
San Francisco,898465936844785750,Club Wyndham 2 Bdrm Villa - Fishermans Wharf,514017852,Jesse,Russian Hill,37.80651,-122.41944,Entire home/apt,312.0,2,2,2025-02-01,0.09,7,2,1,Exempt,False,High,3.508475321922203,0,Experienced,104.0
San Francisco,898600001481573590,Best Views in SF w/Parking in City Center,328362412,Ryan,Chinatown,37.79515,-122.4067,Private room,455.0,2,22,2025-06-05,0.95,3,253,13,2024-001360STR,False,High,2.510622472795307,0,Intermediate,19.782608695652176
San Francisco,899131063106514733,Newly Remodeled Cozy Studio in San Francisco,444431858,Hilda,Bayview,37.73470866348827,-122.39967674016953,Private room,65.0,2,9,2025-05-24,0.41,2,302,7,2023-007196STR,False,Low,4.787556177887735,0,Intermediate,6.5
San Francisco,899135168427425269,Peaceful oasis in SF,37277872,Shravani,Potrero Hill,37.7614,-122.39783,Entire home/apt,311.0,30,1,2025-03-31,0.38,1,294,1,,False,High,2.420137305274983,0,Newbie,155.5
San Francisco,899254596921421165,New 1 BR Condo with BBQ Grill,1257432,San Francisco Life,Mission,37.76665,-122.42058,Entire home/apt,155.0,30,1,2024-08-04,0.09,29,304,1,,False,Mid,0.9215681660959278,0,Superhost,77.5
San Francisco,899315740060262985,Stylish and Cozy Room Steps Away from Dolores Park,2060012,Ari,Mission,37.75102,-122.41685,Private room,70.0,30,6,2025-05-31,0.27,31,126,5,,False,Low,2.6599957895708624,0,Superhost,10.0
San Francisco,899556275923127890,Authentic Room in Noe—24th BART,704593,Adam,Bernal Heights,37.74789,-122.42374,Private room,107.0,2,68,2025-06-01,2.75,4,239,25,STR-0005971,False,Low,3.022186478491018,0,Experienced,1.5507246376811594
San Francisco,900095788561827081,Cozy Room near Dolores Park/Mission District,309026529,Jessica,Mission,37.75099356737079,-122.41687533288184,Private room,73.0,30,2,2025-05-03,0.1,6,298,1,,False,Low,2.6627317042606173,0,Experienced,24.333333333333332
San Francisco,900333397824658862,"Deluxe QueenRoom,Motel in Heart of SF,Free Parking",516764316,Kalpeshkumar,South of Market,37.7771596,-122.4088976,Private room,112.0,1,95,2025-06-08,6.8,6,351,89,Exempt,False,Mid,0.9586382580344951,0,Experienced,1.1666666666666667
San Francisco,900344661155100565,Victorian in Japantown,34390119,Patrick,Western Addition,37.78595,-122.42923,Entire home/apt,302.0,3,56,2025-06-09,2.47,3,212,35,STR-0005777,False,High,1.5013678535763362,0,Intermediate,5.298245614035087
San Francisco,900706006037079417,Gorgeous Classic Victorian  2BR  Modern Mission,251255,Guillaume,Mission,37.76287,-122.4178,Entire home/apt,343.0,1,15,2025-06-04,0.61,1,52,3,2023-004504STR,False,High,1.34265621528626,0,Newbie,21.4375
San Francisco,900749824465212986,Quiet Edwardian home in Presidio Heights,455350758,Laurie Ann,Presidio Heights,37.78866158312889,-122.45566175211432,Entire home/apt,540.0,3,53,2025-03-24,2.55,1,69,26,STR-0006768,False,High,3.540771913682986,0,Newbie,10.0
